,USGS-01509000,USGS-01531000,USGS-04234000
1951-03-17,21.464169716736002,132.80601051648003,9.344559375360001
1951-03-18,19.453673608704,117.79808182272002,8.211885511680002
1951-03-19,21.350902330368005,161.40602557440002,10.165747926528002
1951-03-20,33.13071051264001,308.65362785280007,22.851695199744004
1951-03-21,27.665559120384003,242.10903836160003,13.365551591424001
1951-03-22,22.540209887232002,166.50305796096004,9.118024602624
1951-03-23,20.982783324672003,138.75254830080002,8.551687670784002
1951-03-24,40.493090626560004,165.08721563136004,18.547534517760003
1951-03-25,41.90893295616001,204.73080086016003,13.988522216448002
1951-03-26,29.166351989760006,137.61987443712002,8.834856136704001
1951-03-27,25.938231478272005,110.43570170880001,7.447330653696001
1951-03-28,31.431699717120004,108.17035398144002,9.995846846976
1951-03-29,46.439628410880005,124.02778807296002,13.960205369856002
1951-03-30,89.19806676480002,305.8219431936,27.382390654464004
1951-03-31,163.38820483584,1749.9811193856003,47.28913380864001
1951-04-01,93.16242528768001,801.3667585536001,20.841199091712003
